ml_winnings,spread_winnings,total_winnings,book,game_id,season,date,agg_winnings,day
-25.00,22.12,23.81,SportsBetting,1027378,18-19,2018-11-10 20:00:00,20.94,2018-11-10
-25.00,22.73,22.73,Intertops,1027378,18-19,2018-11-10 20:00:00,20.45,2018-11-10
-25.00,22.12,23.81,BetOnline,1027378,18-19,2018-11-10 20:00:00,20.94,2018-11-10
-25.00,22.73,22.73,Opening,1027378,18-19,2018-11-10 20:00:00,20.45,2018-11-10
-25.00,23.81,23.81,best,1027378,18-19,2018-11-10 20:00:00,22.62,2018-11-10
-25.00,22.12,22.73,worst,1027378,18-19,2018-11-10 20:00:00,19.85,2018-11-10
-25.00,22.74,23.07,average,1027378,18-19,2018-11-10 20:00:00,20.81,2018-11-10
21.19,22.93,-25.00,GTBets,1028793,18-19,2018-12-19 20:00:00,19.12,2018-12-19
20.00,22.73,-25.00,MyBookie,1028793,18-19,2018-12-19 20:00:00,17.73,2018-12-19
21.19,22.73,-25.00,BetNow,1028793,18-19,2018-12-19 20:00:00,18.91,2018-12-19
20.66,22.52,-25.00,SportsBetting,1028793,18-19,2018-12-19 20:00:00,18.18,2018-12-19
20.83,22.73,-25.00,Intertops,1028793,18-19,2018-12-19 20:00:00,18.56,2018-12-19
20.66,22.52,-25.00,BetOnline,1028793,18-19,2018-12-19 20:00:00,18.18,2018-12-19
15.43,22.73,22.73,Opening,1028793,18-19,2018-12-19 20:00:00,60.89,2018-12-19
21.19,22.93,22.93,best,1028793,18-19,2018-12-19 20:00:00,67.06,2018-12-19
15.43,22.52,-25.00,worst,1028793,18-19,2018-12-19 20:00:00,12.95,2018-12-19
19.99,22.70,22.75,average,1028793,18-19,2018-12-19 20:00:00,65.44,2018-12-19
21.37,22.93,-25.00,GTBets,1029283,18-19,2019-01-02 20:00:00,19.30,2019-01-02
20.83,21.74,-25.00,MyBookie,1029283,18-19,2019-01-02 20:00:00,17.57,2019-01-02
21.37,22.73,-25.00,BetNow,1029283,18-19,2019-01-02 20:00:00,19.09,2019-01-02
20.83,23.36,-25.00,SportsBetting,1029283,18-19,2019-01-02 20:00:00,19.20,2019-01-02
21.74,22.73,-25.00,Intertops,1029283,18-19,2019-01-02 20:00:00,19.47,2019-01-02
20.83,23.36,-25.00,BetOnline,1029283,18-19,2019-01-02 20:00:00,19.20,2019-01-02
25.25,22.93,-25.00,Opening,1029283,18-19,2019-01-02 20:00:00,23.19,2019-01-02
25.25,23.36,-25.00,best,1029283,18-19,2019-01-02 20:00:00,23.61,2019-01-02
20.83,21.74,-25.00,worst,1029283,18-19,2019-01-02 20:00:00,17.57,2019-01-02
21.75,22.83,-25.00,average,1029283,18-19,2019-01-02 20:00:00,19.58,2019-01-02
14.29,22.93,-25.00,GTBets,1029918,18-19,2019-01-19 20:00:00,12.22,2019-01-19
13.89,21.74,-25.00,MyBookie,1029918,18-19,2019-01-19 20:00:00,10.63,2019-01-19
14.70,22.73,-25.00,BetNow,1029918,18-19,2019-01-19 20:00:00,12.43,2019-01-19
14.29,22.32,-25.00,SportsBetting,1029918,18-19,2019-01-19 20:00:00,11.61,2019-01-19
14.29,22.73,-25.00,Intertops,1029918,18-19,2019-01-19 20:00:00,12.01,2019-01-19
14.29,22.32,-25.00,BetOnline,1029918,18-19,2019-01-19 20:00:00,11.61,2019-01-19
15.43,22.73,22.73,Opening,1029918,18-19,2019-01-19 20:00:00,60.89,2019-01-19
15.43,22.93,-25.00,best,1029918,18-19,2019-01-19 20:00:00,13.37,2019-01-19
13.89,21.74,22.73,worst,1029918,18-19,2019-01-19 20:00:00,58.36,2019-01-19
14.45,22.50,-25.00,average,1029918,18-19,2019-01-19 20:00:00,11.95,2019-01-19
14.29,22.93,22.93,GTBets,1029028,18-19,2018-12-26 20:00:00,60.16,2018-12-26
13.89,23.81,22.73,MyBookie,1029028,18-19,2018-12-26 20:00:00,60.43,2018-12-26
14.29,22.73,22.73,BetNow,1029028,18-19,2018-12-26 20:00:00,59.74,2018-12-26
14.29,23.36,21.74,SportsBetting,1029028,18-19,2018-12-26 20:00:00,59.39,2018-12-26
14.29,22.73,22.73,Intertops,1029028,18-19,2018-12-26 20:00:00,59.74,2018-12-26
14.29,23.36,21.74,BetOnline,1029028,18-19,2018-12-26 20:00:00,59.39,2018-12-26
10.73,22.93,22.73,Opening,1029028,18-19,2018-12-26 20:00:00,56.39,2018-12-26
14.29,23.81,22.93,best,1029028,18-19,2018-12-26 20:00:00,61.03,2018-12-26
10.73,22.73,21.74,worst,1029028,18-19,2018-12-26 20:00:00,55.20,2018-12-26
13.72,23.12,22.48,average,1029028,18-19,2018-12-26 20:00:00,59.32,2018-12-26
7.69,-25.00,22.93,GTBets,1028408,18-19,2018-12-08 20:00:00,5.63,2018-12-08
7.14,-25.00,22.73,MyBookie,1028408,18-19,2018-12-08 20:00:00,4.87,2018-12-08
7.69,-25.00,22.73,BetNow,1028408,18-19,2018-12-08 20:00:00,5.42,2018-12-08
6.85,-25.00,22.73,SportsBetting,1028408,18-19,2018-12-08 20:00:00,4.58,2018-12-08
7.14,-25.00,22.73,Intertops,1028408,18-19,2018-12-08 20:00:00,4.87,2018-12-08
6.85,-25.00,22.73,BetOnline,1028408,18-19,2018-12-08 20:00:00,4.58,2018-12-08
7.74,-25.00,22.73,Opening,1028408,18-19,2018-12-08 20:00:00,5.47,2018-12-08
7.74,-25.00,22.93,best,1028408,18-19,2018-12-08 20:00:00,5.67,2018-12-08
6.85,-25.00,22.73,worst,1028408,18-19,2018-12-08 20:00:00,4.58,2018-12-08
7.30,-25.00,22.75,average,1028408,18-19,2018-12-08 20:00:00,5.06,2018-12-08
-25.00,22.93,-25.00,GTBets,1028858,18-19,2018-12-21 20:00:00,-27.07,2018-12-21
-25.00,23.81,-25.00,MyBookie,1028858,18-19,2018-12-21 20:00:00,-26.19,2018-12-21
-25.00,22.73,-25.00,BetNow,1028858,18-19,2018-12-21 20:00:00,-27.27,2018-12-21
-25.00,24.27,-25.00,SportsBetting,1028858,18-19,2018-12-21 20:00:00,-25.73,2018-12-21
-25.00,22.73,-25.00,Intertops,1028858,18-19,2018-12-21 20:00:00,-27.27,2018-12-21
-25.00,24.27,-25.00,BetOnline,1028858,18-19,2018-12-21 20:00:00,-25.73,2018-12-21
-25.00,22.73,-25.00,Opening,1028858,18-19,2018-12-21 20:00:00,-27.27,2018-12-21
-25.00,24.27,-25.00,best,1028858,18-19,2018-12-21 20:00:00,-25.73,2018-12-21
-25.00,22.73,-25.00,worst,1028858,18-19,2018-12-21 20:00:00,-27.27,2018-12-21
-25.00,23.35,-25.00,average,1028858,18-19,2018-12-21 20:00:00,-26.65,2018-12-21
18.52,22.93,22.93,GTBets,1028463,18-19,2018-12-10 20:00:00,64.39,2018-12-10
19.23,22.73,22.73,MyBookie,1028463,18-19,2018-12-10 20:00:00,64.69,2018-12-10
18.52,22.73,22.73,BetNow,1028463,18-19,2018-12-10 20:00:00,63.97,2018-12-10
18.52,21.55,22.73,SportsBetting,1028463,18-19,2018-12-10 20:00:00,62.80,2018-12-10
19.23,22.73,22.73,Intertops,1028463,18-19,2018-12-10 20:00:00,64.69,2018-12-10
18.52,21.55,22.73,BetOnline,1028463,18-19,2018-12-10 20:00:00,62.80,2018-12-10
18.38,22.73,22.73,Opening,1028463,18-19,2018-12-10 20:00:00,63.84,2018-12-10
19.23,22.93,22.93,best,1028463,18-19,2018-12-10 20:00:00,65.10,2018-12-10
18.38,21.55,22.73,worst,1028463,18-19,2018-12-10 20:00:00,62.66,2018-12-10
18.70,22.42,22.75,average,1028463,18-19,2018-12-10 20:00:00,63.88,2018-12-10
18.52,22.93,22.93,GTBets,1029413,18-19,2019-01-06 15:30:00,64.39,2019-01-06
17.86,21.74,22.73,MyBookie,1029413,18-19,2019-01-06 15:30:00,62.33,2019-01-06
18.52,22.73,22.73,BetNow,1029413,18-19,2019-01-06 15:30:00,63.97,2019-01-06
18.52,23.36,22.73,SportsBetting,1029413,18-19,2019-01-06 15:30:00,64.61,2019-01-06
19.23,22.73,22.73,Intertops,1029413,18-19,2019-01-06 15:30:00,64.69,2019-01-06
18.52,23.36,22.73,BetOnline,1029413,18-19,2019-01-06 15:30:00,64.61,2019-01-06
19.84,22.73,22.73,Opening,1029413,18-19,2019-01-06 15:30:00,65.30,2019-01-06
19.84,23.36,22.93,best,1029413,18-19,2019-01-06 15:30:00,66.14,2019-01-06
17.86,21.74,22.73,worst,1029413,18-19,2019-01-06 15:30:00,62.33,2019-01-06
18.71,22.80,22.75,average,1029413,18-19,2019-01-06 15:30:00,64.27,2019-01-06
-25.00,22.93,-25.00,GTBets,1028358,18-19,2018-12-07 20:00:00,-27.07,2018-12-07
-25.00,22.73,-25.00,MyBookie,1028358,18-19,2018-12-07 20:00:00,-27.27,2018-12-07
-25.00,22.73,-25.00,BetNow,1028358,18-19,2018-12-07 20:00:00,-27.27,2018-12-07
-25.00,24.27,-25.00,SportsBetting,1028358,18-19,2018-12-07 20:00:00,-25.73,2018-12-07
-25.00,22.73,-25.00,Intertops,1028358,18-19,2018-12-07 20:00:00,-27.27,2018-12-07
-25.00,24.27,-25.00,BetOnline,1028358,18-19,2018-12-07 20:00:00,-25.73,2018-12-07
-25.00,22.73,-25.00,Opening,1028358,18-19,2018-12-07 20:00:00,-27.27,2018-12-07
-25.00,24.27,-25.00,best,1028358,18-19,2018-12-07 20:00:00,-25.73,2018-12-07
-25.00,22.73,-25.00,worst,1028358,18-19,2018-12-07 20:00:00,-27.27,2018-12-07
-25.00,23.20,-25.00,average,1028358,18-19,2018-12-07 20:00:00,-26.80,2018-12-07
25.75,22.93,22.93,GTBets,1030048,18-19,2019-01-23 20:00:00,71.62,2019-01-23
25.00,22.73,22.73,MyBookie,1030048,18-19,2019-01-23 20:00:00,70.45,2019-01-23
25.75,22.73,22.73,BetNow,1030048,18-19,2019-01-23 20:00:00,71.20,2019-01-23
24.27,22.12,23.15,SportsBetting,1030048,18-19,2019-01-23 20:00:00,69.55,2019-01-23
25.00,22.73,22.73,Intertops,1030048,18-19,2019-01-23 20:00:00,70.45,2019-01-23
24.27,22.12,23.15,BetOnline,1030048,18-19,2019-01-23 20:00:00,69.55,2019-01-23
31.25,22.73,-25.00,Opening,1030048,18-19,2019-01-23 20:00:00,28.98,2019-01-23
31.25,22.93,23.15,best,1030048,18-19,2019-01-23 20:00:00,77.33,2019-01-23
24.27,22.12,-25.00,worst,1030048,18-19,2019-01-23 20:00:00,21.40,2019-01-23
25.90,22.59,22.88,average,1030048,18-19,2019-01-23 20:00:00,71.36,2019-01-23
17.86,-25.00,22.93,GTBets,1027458,18-19,2018-11-12 20:00:00,15.79,2018-11-12
17.86,-25.00,22.73,MyBookie,1027458,18-19,2018-11-12 20:00:00,15.59,2018-11-12
17.86,-25.00,22.73,BetNow,1027458,18-19,2018-11-12 20:00:00,15.59,2018-11-12
17.86,-25.00,21.74,SportsBetting,1027458,18-19,2018-11-12 20:00:00,14.60,2018-11-12
18.52,-25.00,22.73,Intertops,1027458,18-19,2018-11-12 20:00:00,16.25,2018-11-12
17.86,-25.00,21.74,BetOnline,1027458,18-19,2018-11-12 20:00:00,14.60,2018-11-12
27.25,22.93,22.73,Opening,1027458,18-19,2018-11-12 20:00:00,72.91,2018-11-12
27.25,-25.00,22.93,best,1027458,18-19,2018-11-12 20:00:00,25.19,2018-11-12
17.86,22.73,21.74,worst,1027458,18-19,2018-11-12 20:00:00,62.33,2018-11-12
19.29,-25.00,22.48,average,1027458,18-19,2018-11-12 20:00:00,16.77,2018-11-12
14.70,-25.00,22.93,GTBets,1027853,18-19,2018-11-23 20:00:00,12.64,2018-11-23
15.62,-25.00,22.73,MyBookie,1027853,18-19,2018-11-23 20:00:00,13.35,2018-11-23
14.29,-25.00,22.73,BetNow,1027853,18-19,2018-11-23 20:00:00,12.01,2018-11-23
14.45,-25.00,22.73,SportsBetting,1027853,18-19,2018-11-23 20:00:00,12.18,2018-11-23
14.70,-25.00,22.73,Intertops,1027853,18-19,2018-11-23 20:00:00,12.43,2018-11-23
14.45,-25.00,22.73,BetOnline,1027853,18-19,2018-11-23 20:00:00,12.18,2018-11-23
8.25,-25.00,22.73,Opening,1027853,18-19,2018-11-23 20:00:00,5.98,2018-11-23
15.62,-25.00,22.93,best,1027853,18-19,2018-11-23 20:00:00,13.56,2018-11-23
8.25,-25.00,22.73,worst,1027853,18-19,2018-11-23 20:00:00,5.98,2018-11-23
13.78,-25.00,22.75,average,1027853,18-19,2018-11-23 20:00:00,11.54,2018-11-23
18.80,22.93,-25.00,GTBets,1030638,18-19,2019-02-09 20:00:00,16.73,2019-02-09
19.23,22.73,-25.00,MyBookie,1030638,18-19,2019-02-09 20:00:00,16.96,2019-02-09
18.80,22.73,-25.00,BetNow,1030638,18-19,2019-02-09 20:00:00,16.52,2019-02-09
19.23,22.73,-25.00,SportsBetting,1030638,18-19,2019-02-09 20:00:00,16.96,2019-02-09
18.52,22.73,-25.00,Intertops,1030638,18-19,2019-02-09 20:00:00,16.25,2019-02-09
19.23,22.73,-25.00,BetOnline,1030638,18-19,2019-02-09 20:00:00,16.96,2019-02-09
21.93,22.93,-25.00,Opening,1030638,18-19,2019-02-09 20:00:00,19.86,2019-02-09
21.93,22.93,-25.00,best,1030638,18-19,2019-02-09 20:00:00,19.86,2019-02-09
18.52,22.73,-25.00,worst,1030638,18-19,2019-02-09 20:00:00,16.25,2019-02-09
19.39,22.79,-25.00,average,1030638,18-19,2019-02-09 20:00:00,17.18,2019-02-09
3.29,22.93,22.93,GTBets,1030708,18-19,2019-02-11 20:00:00,49.16,2019-02-11
3.16,22.73,22.73,MyBookie,1030708,18-19,2019-02-11 20:00:00,48.62,2019-02-11
3.29,22.73,22.73,BetNow,1030708,18-19,2019-02-11 20:00:00,48.74,2019-02-11
3.50,21.74,22.12,SportsBetting,1030708,18-19,2019-02-11 20:00:00,47.36,2019-02-11
3.57,22.73,22.73,Intertops,1030708,18-19,2019-02-11 20:00:00,49.03,2019-02-11
3.50,21.74,22.12,BetOnline,1030708,18-19,2019-02-11 20:00:00,47.36,2019-02-11
4.50,22.93,-25.00,Opening,1030708,18-19,2019-02-11 20:00:00,2.43,2019-02-11
4.50,22.93,22.93,best,1030708,18-19,2019-02-11 20:00:00,50.37,2019-02-11
3.16,21.74,-25.00,worst,1030708,18-19,2019-02-11 20:00:00,-0.09,2019-02-11
3.55,22.50,22.59,average,1030708,18-19,2019-02-11 20:00:00,48.64,2019-02-11
12.50,22.93,22.93,GTBets,1030108,18-19,2019-01-25 20:00:00,58.37,2019-01-25
12.50,25.00,22.73,MyBookie,1030108,18-19,2019-01-25 20:00:00,60.23,2019-01-25
12.50,22.73,22.73,BetNow,1030108,18-19,2019-01-25 20:00:00,57.95,2019-01-25
12.20,21.74,22.73,SportsBetting,1030108,18-19,2019-01-25 20:00:00,56.66,2019-01-25
12.50,25.00,22.73,Intertops,1030108,18-19,2019-01-25 20:00:00,60.23,2019-01-25
12.20,21.74,22.73,BetOnline,1030108,18-19,2019-01-25 20:00:00,56.66,2019-01-25
10.00,-25.00,22.73,Opening,1030108,18-19,2019-01-25 20:00:00,7.73,2019-01-25
12.50,-25.00,22.93,best,1030108,18-19,2019-01-25 20:00:00,10.43,2019-01-25
10.00,21.74,22.73,worst,1030108,18-19,2019-01-25 20:00:00,54.47,2019-01-25
12.05,22.50,22.75,average,1030108,18-19,2019-01-25 20:00:00,57.31,2019-01-25
6.76,22.93,22.93,GTBets,1031003,18-19,2019-02-25 20:00:00,52.63,2019-02-25
6.94,22.73,22.73,MyBookie,1031003,18-19,2019-02-25 20:00:00,52.40,2019-02-25
7.14,22.73,22.73,BetNow,1031003,18-19,2019-02-25 20:00:00,52.60,2019-02-25
7.14,22.12,22.73,SportsBetting,1031003,18-19,2019-02-25 20:00:00,51.99,2019-02-25
6.94,22.73,22.73,Intertops,1031003,18-19,2019-02-25 20:00:00,52.40,2019-02-25
7.14,22.12,22.73,BetOnline,1031003,18-19,2019-02-25 20:00:00,51.99,2019-02-25
3.12,-25.00,22.73,Opening,1031003,18-19,2019-02-25 20:00:00,0.85,2019-02-25
7.14,-25.00,22.93,best,1031003,18-19,2019-02-25 20:00:00,5.08,2019-02-25
3.12,22.12,22.73,worst,1031003,18-19,2019-02-25 20:00:00,47.98,2019-02-25
6.46,22.59,22.75,average,1031003,18-19,2019-02-25 20:00:00,51.80,2019-02-25
20.32,22.93,-25.00,GTBets,1030783,18-19,2019-02-13 20:00:00,18.26,2019-02-13
20.83,22.73,-25.00,MyBookie,1030783,18-19,2019-02-13 20:00:00,18.56,2019-02-13
20.32,22.73,-25.00,BetNow,1030783,18-19,2019-02-13 20:00:00,18.05,2019-02-13
20.83,23.81,-25.00,SportsBetting,1030783,18-19,2019-02-13 20:00:00,19.64,2019-02-13
21.74,22.73,-25.00,Intertops,1030783,18-19,2019-02-13 20:00:00,19.47,2019-02-13
20.83,23.81,-25.00,BetOnline,1030783,18-19,2019-02-13 20:00:00,19.64,2019-02-13
18.12,-25.00,-25.00,Opening,1030783,18-19,2019-02-13 20:00:00,-31.88,2019-02-13
21.74,23.81,-25.00,best,1030783,18-19,2019-02-13 20:00:00,20.55,2019-02-13
18.12,-25.00,-25.00,worst,1030783,18-19,2019-02-13 20:00:00,-31.88,2019-02-13
20.43,23.07,-25.00,average,1030783,18-19,2019-02-13 20:00:00,18.50,2019-02-13
20.32,22.93,-25.00,GTBets,1030518,18-19,2019-02-06 20:00:00,18.26,2019-02-06
20.00,21.74,-25.00,MyBookie,1030518,18-19,2019-02-06 20:00:00,16.74,2019-02-06
20.32,22.73,-25.00,BetNow,1030518,18-19,2019-02-06 20:00:00,18.05,2019-02-06
20.83,22.73,-25.00,SportsBetting,1030518,18-19,2019-02-06 20:00:00,18.56,2019-02-06
20.83,22.73,-25.00,Intertops,1030518,18-19,2019-02-06 20:00:00,18.56,2019-02-06
20.83,22.73,-25.00,BetOnline,1030518,18-19,2019-02-06 20:00:00,18.56,2019-02-06
22.73,22.73,-25.00,Opening,1030518,18-19,2019-02-06 20:00:00,20.45,2019-02-06
22.73,22.93,-25.00,best,1030518,18-19,2019-02-06 20:00:00,20.66,2019-02-06
20.00,21.74,-25.00,worst,1030518,18-19,2019-02-06 20:00:00,16.74,2019-02-06
20.84,22.61,-25.00,average,1030518,18-19,2019-02-06 20:00:00,18.45,2019-02-06
-25.00,-25.00,22.93,GTBets,1031343,18-19,2019-03-06 20:00:00,-27.07,2019-03-06
-25.00,-25.00,22.73,MyBookie,1031343,18-19,2019-03-06 20:00:00,-27.27,2019-03-06
-25.00,-25.00,22.73,BetNow,1031343,18-19,2019-03-06 20:00:00,-27.27,2019-03-06
-25.00,-25.00,22.32,SportsBetting,1031343,18-19,2019-03-06 20:00:00,-27.68,2019-03-06
-25.00,-25.00,22.73,Intertops,1031343,18-19,2019-03-06 20:00:00,-27.27,2019-03-06
-25.00,-25.00,22.32,BetOnline,1031343,18-19,2019-03-06 20:00:00,-27.68,2019-03-06
-25.00,-25.00,22.73,Opening,1031343,18-19,2019-03-06 20:00:00,-27.27,2019-03-06
-25.00,-25.00,22.93,best,1031343,18-19,2019-03-06 20:00:00,-27.07,2019-03-06
-25.00,-25.00,22.32,worst,1031343,18-19,2019-03-06 20:00:00,-27.68,2019-03-06
-25.00,-25.00,22.64,average,1031343,18-19,2019-03-06 20:00:00,-27.36,2019-03-06
3.84,-25.00,22.93,GTBets,1032203,18-19,2019-03-30 20:00:00,1.78,2019-03-30
4.10,-25.00,22.73,MyBookie,1032203,18-19,2019-03-30 20:00:00,1.82,2019-03-30
4.17,-25.00,22.73,BetNow,1032203,18-19,2019-03-30 20:00:00,1.89,2019-03-30
4.17,-25.00,23.15,SportsBetting,1032203,18-19,2019-03-30 20:00:00,2.31,2019-03-30
3.97,-25.00,22.73,Intertops,1032203,18-19,2019-03-30 20:00:00,1.70,2019-03-30
4.17,-25.00,23.15,BetOnline,1032203,18-19,2019-03-30 20:00:00,2.31,2019-03-30
7.51,22.93,-25.00,Opening,1032203,18-19,2019-03-30 20:00:00,5.44,2019-03-30
7.51,-25.00,-25.00,best,1032203,18-19,2019-03-30 20:00:00,-42.49,2019-03-30
3.84,22.73,22.73,worst,1032203,18-19,2019-03-30 20:00:00,49.30,2019-03-30
4.56,-25.00,22.88,average,1032203,18-19,2019-03-30 20:00:00,2.44,2019-03-30
40.00,22.93,-25.00,GTBets,1031218,18-19,2019-03-03 15:30:00,37.94,2019-03-03
37.50,22.73,-25.00,MyBookie,1031218,18-19,2019-03-03 15:30:00,35.23,2019-03-03
38.75,22.73,-25.00,BetNow,1031218,18-19,2019-03-03 15:30:00,36.48,2019-03-03
38.75,23.81,-25.00,SportsBetting,1031218,18-19,2019-03-03 15:30:00,37.56,2019-03-03
40.00,23.81,-25.00,Intertops,1031218,18-19,2019-03-03 15:30:00,38.81,2019-03-03
38.75,23.81,-25.00,BetOnline,1031218,18-19,2019-03-03 15:30:00,37.56,2019-03-03
40.25,22.93,-25.00,Opening,1031218,18-19,2019-03-03 15:30:00,38.19,2019-03-03
40.25,23.81,-25.00,best,1031218,18-19,2019-03-03 15:30:00,39.06,2019-03-03
37.50,22.73,-25.00,worst,1031218,18-19,2019-03-03 15:30:00,35.23,2019-03-03
39.14,23.25,-25.00,average,1031218,18-19,2019-03-03 15:30:00,37.40,2019-03-03
42.50,22.93,22.93,GTBets,1030168,18-19,2019-01-27 15:30:00,88.37,2019-01-27
42.50,22.73,22.73,MyBookie,1030168,18-19,2019-01-27 15:30:00,87.95,2019-01-27
42.50,22.73,22.73,BetNow,1030168,18-19,2019-01-27 15:30:00,87.95,2019-01-27
43.75,22.73,23.81,SportsBetting,1030168,18-19,2019-01-27 15:30:00,90.29,2019-01-27
45.00,22.73,22.73,Intertops,1030168,18-19,2019-01-27 15:30:00,90.45,2019-01-27
43.75,22.73,23.81,BetOnline,1030168,18-19,2019-01-27 15:30:00,90.29,2019-01-27
66.25,22.73,22.73,Opening,1030168,18-19,2019-01-27 15:30:00,111.70,2019-01-27
66.25,22.93,23.81,best,1030168,18-19,2019-01-27 15:30:00,113.00,2019-01-27
42.50,22.73,22.73,worst,1030168,18-19,2019-01-27 15:30:00,87.95,2019-01-27
46.61,22.75,23.07,average,1030168,18-19,2019-01-27 15:30:00,92.43,2019-01-27
15.15,-25.00,22.93,GTBets,1031388,18-19,2019-03-08 20:00:00,13.09,2019-03-08
15.15,-25.00,21.74,MyBookie,1031388,18-19,2019-03-08 20:00:00,11.89,2019-03-08
15.62,-25.00,22.73,BetNow,1031388,18-19,2019-03-08 20:00:00,13.35,2019-03-08
15.92,-25.00,22.73,SportsBetting,1031388,18-19,2019-03-08 20:00:00,13.65,2019-03-08
15.62,-25.00,22.73,Intertops,1031388,18-19,2019-03-08 20:00:00,13.35,2019-03-08
15.92,-25.00,22.73,BetOnline,1031388,18-19,2019-03-08 20:00:00,13.65,2019-03-08
14.29,-25.00,22.73,Opening,1031388,18-19,2019-03-08 20:00:00,12.01,2019-03-08
15.92,-25.00,22.93,best,1031388,18-19,2019-03-08 20:00:00,13.86,2019-03-08
14.29,-25.00,21.74,worst,1031388,18-19,2019-03-08 20:00:00,11.03,2019-03-08
15.38,-25.00,22.61,average,1031388,18-19,2019-03-08 20:00:00,13.00,2019-03-08
5.56,-25.00,25.00,GTBets,1032078,18-19,2019-03-27 20:00:00,5.55,2019-03-27
5.56,-25.00,25.00,MyBookie,1032078,18-19,2019-03-27 20:00:00,5.55,2019-03-27
5.68,-25.00,25.00,BetNow,1032078,18-19,2019-03-27 20:00:00,5.68,2019-03-27
5.56,-25.00,25.00,SportsBetting,1032078,18-19,2019-03-27 20:00:00,5.55,2019-03-27
5.44,-25.00,25.00,Intertops,1032078,18-19,2019-03-27 20:00:00,5.44,2019-03-27
5.56,-25.00,25.00,BetOnline,1032078,18-19,2019-03-27 20:00:00,5.55,2019-03-27
13.02,22.93,22.73,Opening,1032078,18-19,2019-03-27 20:00:00,58.68,2019-03-27
13.02,-25.00,22.93,best,1032078,18-19,2019-03-27 20:00:00,10.96,2019-03-27
5.44,21.74,25.00,worst,1032078,18-19,2019-03-27 20:00:00,52.18,2019-03-27
6.62,-25.00,-25.00,average,1032078,18-19,2019-03-27 20:00:00,-43.38,2019-03-27
27.50,22.93,22.93,GTBets,1032558,18-19,2019-04-09 20:00:00,73.37,2019-04-09
27.50,23.81,22.73,MyBookie,1032558,18-19,2019-04-09 20:00:00,74.04,2019-04-09
28.75,22.73,22.73,BetNow,1032558,18-19,2019-04-09 20:00:00,74.20,2019-04-09
27.00,22.12,22.73,SportsBetting,1032558,18-19,2019-04-09 20:00:00,71.85,2019-04-09
27.50,22.73,22.73,Intertops,1032558,18-19,2019-04-09 20:00:00,72.96,2019-04-09
27.00,22.12,22.73,BetOnline,1032558,18-19,2019-04-09 20:00:00,71.85,2019-04-09
28.75,22.73,22.73,Opening,1032558,18-19,2019-04-09 20:00:00,74.20,2019-04-09
28.75,23.81,22.93,best,1032558,18-19,2019-04-09 20:00:00,75.50,2019-04-09
27.00,22.12,22.73,worst,1032558,18-19,2019-04-09 20:00:00,71.85,2019-04-09
27.71,22.74,22.75,average,1032558,18-19,2019-04-09 20:00:00,73.21,2019-04-09
4.17,-25.00,22.93,GTBets,1032463,18-19,2019-04-06 20:00:00,2.10,2019-04-06
4.17,21.74,22.73,MyBookie,1032463,18-19,2019-04-06 20:00:00,48.64,2019-04-06
4.17,-25.00,22.73,BetNow,1032463,18-19,2019-04-06 20:00:00,1.89,2019-04-06
4.42,-25.00,22.73,SportsBetting,1032463,18-19,2019-04-06 20:00:00,2.15,2019-04-06
4.17,-25.00,22.73,Intertops,1032463,18-19,2019-04-06 20:00:00,1.89,2019-04-06
4.42,-25.00,22.73,BetOnline,1032463,18-19,2019-04-06 20:00:00,2.15,2019-04-06
1.50,-25.00,22.73,Opening,1032463,18-19,2019-04-06 20:00:00,-0.77,2019-04-06
4.42,-25.00,22.93,best,1032463,18-19,2019-04-06 20:00:00,2.36,2019-04-06
1.50,21.74,22.73,worst,1032463,18-19,2019-04-06 20:00:00,45.97,2019-04-06
3.86,-25.00,22.75,average,1032463,18-19,2019-04-06 20:00:00,1.61,2019-04-06
-25.00,-25.00,-25.00,GTBets,1031838,18-19,2019-03-20 20:00:00,-75.00,2019-03-20
-25.00,-25.00,-25.00,MyBookie,1031838,18-19,2019-03-20 20:00:00,-75.00,2019-03-20
-25.00,-25.00,-25.00,BetNow,1031838,18-19,2019-03-20 20:00:00,-75.00,2019-03-20
-25.00,-25.00,-25.00,SportsBetting,1031838,18-19,2019-03-20 20:00:00,-75.00,2019-03-20
-25.00,-25.00,-25.00,Intertops,1031838,18-19,2019-03-20 20:00:00,-75.00,2019-03-20
-25.00,-25.00,-25.00,BetOnline,1031838,18-19,2019-03-20 20:00:00,-75.00,2019-03-20
-25.00,-25.00,-25.00,Opening,1031838,18-19,2019-03-20 20:00:00,-75.00,2019-03-20
-25.00,-25.00,-25.00,best,1031838,18-19,2019-03-20 20:00:00,-75.00,2019-03-20
-25.00,-25.00,-25.00,worst,1031838,18-19,2019-03-20 20:00:00,-75.00,2019-03-20
-25.00,-25.00,-25.00,average,1031838,18-19,2019-03-20 20:00:00,-75.00,2019-03-20
3.29,-25.00,-25.00,GTBets,1031943,18-19,2019-03-23 20:00:00,-46.71,2019-03-23
3.33,-25.00,-25.00,MyBookie,1031943,18-19,2019-03-23 20:00:00,-46.67,2019-03-23
3.33,-25.00,-25.00,BetNow,1031943,18-19,2019-03-23 20:00:00,-46.67,2019-03-23
3.33,-25.00,-25.00,SportsBetting,1031943,18-19,2019-03-23 20:00:00,-46.67,2019-03-23
