book,day,ml_winnings,spread_winnings,total_winnings,agg_winnings,season
MyBookie,2021-02-01,-83.62,61.36,-34.09,-56.35,20-21
MyBookie,2021-02-02,45.17,-4.55,40.91,81.54,20-21
MyBookie,2021-02-03,136.44,38.64,84.09,259.16,20-21
MyBookie,2021-02-04,90.88,19.27,-29.55,80.60,20-21
MyBookie,2021-02-05,-38.10,-81.82,13.64,-106.28,20-21
MyBookie,2021-02-06,-83.89,156.82,60.38,133.31,20-21
MyBookie,2021-02-07,-51.73,-77.27,18.18,-110.82,20-21
MyBookie,2021-02-08,91.61,-9.09,38.64,121.16,20-21
MyBookie,2021-02-09,-33.76,-80.53,15.91,-98.38,20-21
MyBookie,2021-02-10,-8.46,13.64,-34.09,-28.92,20-21
MyBookie,2021-02-11,-53.69,-28.46,-29.55,-111.70,20-21
MyBookie,2021-02-12,-89.77,-83.01,-36.36,-209.14,20-21
MyBookie,2021-02-13,-6.04,-77.27,-29.55,-112.86,20-21
MyBookie,2021-02-14,4.84,37.45,-11.36,30.93,20-21
MyBookie,2021-02-15,108.10,-31.82,18.18,94.46,20-21
MyBookie,2021-02-16,57.23,-54.55,-54.55,-51.86,20-21
MyBookie,2021-02-17,49.83,86.36,-250.00,-113.80,20-21
MyBookie,2021-02-18,-18.75,-27.27,-27.27,-73.30,20-21
MyBookie,2021-02-19,-0.21,-177.27,15.91,-161.57,20-21
MyBookie,2021-02-20,-125.00,-77.27,18.18,-184.09,20-21
MyBookie,2021-02-21,2.92,-12.96,-56.82,-66.86,20-21
MyBookie,2021-02-22,47.22,-53.46,-54.55,-60.79,20-21
MyBookie,2021-02-23,102.99,14.72,-81.82,35.90,20-21
MyBookie,2021-02-24,-75.78,-34.09,13.64,-96.23,20-21
MyBookie,2021-02-25,48.99,40.91,-6.82,83.08,20-21
MyBookie,2021-02-26,-78.94,-130.53,13.64,-195.84,20-21
MyBookie,2021-02-27,-71.03,-80.53,15.91,-135.66,20-21
MyBookie,2021-02-28,-43.74,-105.53,-9.09,-158.37,20-21
MyBookie,2021-03-01,90.25,-79.55,-31.82,-21.11,20-21
MyBookie,2021-03-02,-46.25,41.99,136.36,132.11,20-21
MyBookie,2021-03-03,25.39,134.19,-59.09,100.49,20-21
MyBookie,2021-03-04,-90.37,-34.09,109.09,-15.37,20-21
MyBookie,2021-03-10,-11.49,-50.00,-2.27,-63.76,20-21
MyBookie,2021-03-11,-7.34,59.09,11.36,63.12,20-21
MyBookie,2021-03-12,-2.08,19.27,63.64,80.83,20-21
MyBookie,2021-03-13,-107.59,-5.84,-56.82,-170.25,20-21
MyBookie,2021-03-14,24.44,61.36,-34.09,51.71,20-21
MyBookie,2021-03-15,70.00,-104.55,88.64,54.09,20-21
MyBookie,2021-03-16,24.59,-127.27,-31.82,-134.50,20-21
MyBookie,2021-03-17,-3.24,129.84,84.09,210.69,20-21
MyBookie,2021-03-18,-46.64,-6.82,-6.82,-60.27,20-21
MyBookie,2021-03-19,90.93,135.16,36.36,262.45,20-21
MyBookie,2021-03-20,-32.17,-28.46,-29.55,-90.18,20-21
MyBookie,2021-03-21,32.82,35.38,-106.82,-38.62,20-21
MyBookie,2021-03-22,-62.28,38.64,88.64,65.00,20-21
MyBookie,2021-03-23,55.72,-5.73,-54.55,-4.56,20-21
MyBookie,2021-03-24,-10.95,-85.08,106.82,10.79,20-21
MyBookie,2021-03-25,36.58,-29.55,-29.55,-22.52,20-21
MyBookie,2021-03-26,26.77,-84.00,59.09,1.87,20-21
MyBookie,2021-03-27,-55.53,-129.55,-34.09,-219.17,20-21
MyBookie,2021-03-28,48.56,-52.27,-52.27,-55.98,20-21
MyBookie,2021-03-29,76.65,-36.36,11.36,51.65,20-21
MyBookie,2021-03-30,-28.00,-52.27,-4.55,-84.82,20-21
MyBookie,2021-03-31,18.58,36.36,36.36,91.31,20-21
MyBookie,2021-04-01,-51.51,-31.82,-79.55,-162.87,20-21
MyBookie,2021-04-02,-54.92,-10.28,-59.09,-124.30,20-21
MyBookie,2021-04-03,30.72,-104.55,87.45,13.62,20-21
MyBookie,2021-04-04,-1.79,18.08,-31.82,-15.53,20-21
MyBookie,2021-04-05,-112.94,15.91,15.91,-81.12,20-21
MyBookie,2021-04-06,29.03,-104.55,38.64,-36.88,20-21
MyBookie,2021-04-07,62.31,-34.09,-81.82,-53.60,20-21
MyBookie,2021-04-08,-65.18,-78.46,15.91,-127.73,20-21
MyBookie,2021-04-09,81.53,-80.74,61.36,62.16,20-21
MyBookie,2021-04-10,1.50,-78.46,-31.82,-108.78,20-21
MyBookie,2021-04-11,-105.62,86.26,-58.01,-77.37,20-21
MyBookie,2021-04-12,-9.89,-57.80,-9.09,-76.78,20-21
MyBookie,2021-04-13,62.69,62.65,-127.27,-1.93,20-21
MyBookie,2021-04-14,-121.13,-9.20,-61.36,-191.69,20-21
MyBookie,2021-04-15,8.32,44.27,43.18,95.76,20-21
MyBookie,2021-04-16,68.01,58.10,106.82,232.93,20-21
MyBookie,2021-04-17,-4.58,63.94,-77.27,-17.92,20-21
MyBookie,2021-04-18,11.13,-54.65,-9.09,-52.61,20-21
MyBookie,2021-04-19,-70.38,13.64,-34.09,-90.83,20-21
MyBookie,2021-04-20,-3.09,18.18,-29.55,-14.46,20-21
MyBookie,2021-04-21,36.27,-8.01,-13.64,14.63,20-21
MyBookie,2021-04-22,35.05,-7.80,-6.82,20.43,20-21
MyBookie,2021-04-23,117.71,63.83,-31.82,149.72,20-21
MyBookie,2021-04-24,-59.21,-6.82,86.36,20.34,20-21
MyBookie,2021-04-25,-1.03,111.36,-31.82,78.52,20-21
MyBookie,2021-04-26,92.72,11.36,-84.09,20.00,20-21
MyBookie,2021-04-27,23.02,87.65,-6.82,103.85,20-21
MyBookie,2021-04-28,-103.39,-8.01,-8.01,-119.41,20-21
MyBookie,2021-04-29,-12.26,-54.55,-6.82,-73.62,20-21
MyBookie,2021-04-30,125.47,-8.01,86.36,203.83,20-21
MyBookie,2021-05-01,49.62,-12.35,-106.82,-69.55,20-21
MyBookie,2021-05-02,28.70,38.64,38.64,105.98,20-21
MyBookie,2021-05-03,-97.02,-152.27,-54.55,-303.83,20-21
MyBookie,2021-05-04,97.20,16.01,63.64,176.84,20-21
MyBookie,2021-05-05,12.60,-31.82,-81.82,-101.03,20-21
MyBookie,2021-05-06,40.04,-27.38,19.27,31.93,20-21
MyBookie,2021-05-07,-56.84,-58.01,-106.82,-221.67,20-21
MyBookie,2021-05-08,57.20,-78.46,-31.82,-53.08,20-21
MyBookie,2021-05-09,-19.20,-55.74,-54.55,-129.48,20-21
MyBookie,2021-05-10,-92.83,40.91,-54.55,-106.47,20-21
MyBookie,2021-05-11,87.18,13.53,-84.09,16.62,20-21
MyBookie,2021-05-12,-82.55,-6.82,89.72,0.35,20-21
MyBookie,2021-05-13,-91.49,-32.81,-81.82,-206.11,20-21
MyBookie,2021-05-14,-58.22,-8.01,-9.09,-75.31,20-21
MyBookie,2021-05-15,12.30,-5.73,40.91,47.48,20-21
MyBookie,2021-05-16,-66.36,-133.01,-40.91,-240.27,20-21
MyBookie,2021-05-18,-7.14,-2.27,-2.27,-11.69,20-21
MyBookie,2021-05-19,-10.30,47.73,-50.00,-12.57,20-21
MyBookie,2021-05-20,15.15,-25.00,-25.00,-34.85,20-21
MyBookie,2021-05-21,43.75,22.73,22.73,89.20,20-21
MyBookie,2021-05-22,16.17,-4.55,-4.55,7.08,20-21
MyBookie,2021-05-23,-7.67,90.91,-4.55,78.69,20-21
MyBookie,2021-05-24,-12.50,-2.27,45.45,30.68,20-21
MyBookie,2021-05-25,-44.90,-27.27,68.18,-3.99,20-21
MyBookie,2021-05-26,-45.28,-75.00,-26.19,-146.47,20-21
MyBookie,2021-05-27,-30.77,20.45,-27.27,-37.59,20-21
MyBookie,2021-05-28,5.40,20.45,20.45,46.31,20-21
MyBookie,2021-05-29,12.38,-52.27,43.18,3.28,20-21
MyBookie,2021-05-30,91.51,-3.46,-2.27,85.77,20-21
MyBookie,2021-05-31,86.89,-1.19,-2.27,83.42,20-21
MyBookie,2021-06-01,-9.75,-75.00,20.45,-64.30,20-21
MyBookie,2021-06-02,-20.00,-4.55,-4.55,-29.09,20-21
MyBookie,2021-06-03,8.75,48.32,45.45,102.53,20-21
MyBookie,2021-06-04,16.67,-25.00,-25.00,-33.33,20-21
MyBookie,2021-06-05,-25.00,-25.00,22.73,-27.27,20-21
MyBookie,2021-06-06,-15.38,-2.27,45.45,27.80,20-21
MyBookie,2021-06-07,-50.00,-50.00,45.45,-54.55,20-21
MyBookie,2021-06-08,26.10,0.00,-50.00,-23.90,20-21
MyBookie,2021-06-09,-25.00,-25.00,-25.00,-75.00,20-21
MyBookie,2021-06-10,35.10,-3.26,-1.19,30.65,20-21
MyBookie,2021-06-11,-5.77,44.47,-2.27,36.42,20-21
MyBookie,2021-06-12,-25.00,-25.00,23.81,-26.19,20-21
MyBookie,2021-06-13,5.00,-2.27,-1.19,1.54,20-21
MyBookie,2021-06-14,-50.00,-50.00,-50.00,-150.00,20-21
MyBookie,2021-06-15,-25.00,-25.00,25.00,-25.00,20-21
MyBookie,2021-06-16,-50.00,45.55,-2.27,-6.72,20-21
MyBookie,2021-06-17,13.16,-25.00,-25.00,-36.84,20-21
MyBookie,2021-06-18,-9.38,-2.27,-2.27,-13.92,20-21
MyBookie,2021-06-19,30.00,21.74,21.74,73.48,20-21
MyBookie,2021-06-20,-50.00,-2.27,-2.27,-54.55,20-21
MyBookie,2021-06-22,13.16,21.37,-25.00,9.52,20-21
MyBookie,2021-06-23,-25.00,22.73,21.74,19.47,20-21
MyBookie,2021-06-24,-25.00,23.81,-25.00,-26.19,20-21
MyBookie,2021-06-25,7.35,-25.00,-25.00,-42.65,20-21
MyBookie,2021-06-26,-25.00,21.37,-25.00,-28.63,20-21
MyBookie,2021-06-27,12.82,21.74,-25.00,9.56,20-21
MyBookie,2021-06-28,58.75,23.81,22.73,105.29,20-21
MyBookie,2021-06-29,-25.00,23.81,-25.00,-26.19,20-21
MyBookie,2021-06-30,-25.00,-25.00,22.73,-27.27,20-21
MyBookie,2021-07-01,13.89,22.73,22.73,59.34,20-21
MyBookie,2021-07-03,33.75,23.81,22.73,80.29,20-21
MyBookie,2021-07-06,-25.00,-25.00,23.81,-26.19,20-21
MyBookie,2021-07-08,-25.00,-25.00,22.73,-27.27,20-21
MyBookie,2021-07-11,12.50,22.73,25.00,60.23,20-21
MyBookie,2021-07-14,12.82,21.74,-25.00,9.56,20-21
MyBookie,2021-07-17,37.50,22.73,22.73,82.95,20-21
MyBookie,2021-07-20,13.16,22.73,-25.00,10.88,20-21
Intertops,2017-10-17,-11.84,45.45,-2.27,31.34,17-18
Intertops,2017-10-18,-88.78,-179.55,-36.36,-304.68,17-18
Intertops,2017-10-19,15.85,-75.00,20.45,-38.70,17-18
Intertops,2017-10-20,109.49,37.45,-9.09,137.84,17-18
Intertops,2017-10-21,-86.06,-34.09,-36.36,-156.51,17-18
Intertops,2017-10-22,-30.00,21.54,-25.00,-33.46,17-18
Intertops,2017-10-23,11.82,40.91,-56.82,-4.08,17-18
Intertops,2017-10-24,125.83,40.91,-54.55,112.20,17-18
Intertops,2017-10-25,-1.24,-11.36,179.55,166.95,17-18
Intertops,2017-10-26,75.37,66.99,-77.27,65.09,17-18
Intertops,2017-10-27,37.67,65.80,14.92,118.39,17-18
Intertops,2017-10-28,-47.89,-10.08,-200.00,-257.97,17-18
Intertops,2017-10-29,-25.30,15.91,15.91,6.52,17-18
Intertops,2017-10-30,52.81,64.72,-34.09,83.44,17-18
Intertops,2017-10-31,38.85,91.99,43.18,174.03,17-18
Intertops,2017-11-01,48.44,33.11,-61.36,20.18,17-18
Intertops,2017-11-02,17.99,46.54,-2.27,62.25,17-18
Intertops,2017-11-03,-142.74,-109.09,-61.36,-313.19,17-18
Intertops,2017-11-04,2.23,-27.27,18.18,-6.87,17-18
Intertops,2017-11-05,14.17,-11.36,38.64,41.44,17-18
Intertops,2017-11-06,33.53,20.45,68.18,122.17,17-18
Intertops,2017-11-07,-78.92,38.64,36.36,-3.92,17-18
Intertops,2017-11-08,-26.66,-77.27,65.91,-38.03,17-18
Intertops,2017-11-09,25.84,18.18,-29.55,14.47,17-18
Intertops,2017-11-10,148.81,86.36,-56.82,178.35,17-18
Intertops,2017-11-11,-51.45,-84.09,-36.36,-171.90,17-18
Intertops,2017-11-12,13.12,43.18,-4.55,51.76,17-18
Intertops,2017-11-13,-18.46,61.46,156.82,199.82,17-18
Intertops,2017-11-14,-40.00,22.73,20.45,3.18,17-18
Intertops,2017-11-15,121.44,157.90,-84.09,195.25,17-18
Intertops,2017-11-16,-22.92,-50.00,-50.00,-122.92,17-18
Intertops,2017-11-17,37.38,-59.09,-59.09,-80.80,17-18
Intertops,2017-11-18,-47.22,-78.26,-31.82,-157.30,17-18
Intertops,2017-11-19,29.07,88.64,-102.27,15.44,17-18
Intertops,2017-11-20,98.81,60.17,-36.36,122.62,17-18
Intertops,2017-11-21,11.11,22.73,22.73,56.56,17-18
Intertops,2017-11-22,-72.49,-85.28,-86.36,-244.13,17-18
Intertops,2017-11-24,-151.87,84.09,36.36,-31.41,17-18
Intertops,2017-11-25,-86.69,-202.27,84.09,-204.87,17-18
Intertops,2017-11-26,29.58,70.45,-27.27,72.76,17-18
Intertops,2017-11-27,32.24,-9.09,37.65,60.80,17-18
Intertops,2017-11-28,72.26,18.18,-29.55,60.90,17-18
Intertops,2017-11-29,61.16,86.36,-59.09,88.43,17-18
Intertops,2017-11-30,-0.27,-29.55,-77.27,-107.09,17-18
Intertops,2017-12-01,-48.20,40.91,-56.82,-64.11,17-18
Intertops,2017-12-02,21.25,-56.82,86.36,50.80,17-18
Intertops,2017-12-03,35.60,65.91,18.18,119.69,17-18
Intertops,2017-12-04,29.84,-36.36,13.64,7.12,17-18
Intertops,2017-12-05,61.56,68.18,-75.00,54.75,17-18
Intertops,2017-12-06,30.94,-9.09,-9.09,12.76,17-18
Intertops,2017-12-07,19.62,44.27,43.18,107.06,17-18
Intertops,2017-12-08,-42.59,40.91,37.65,35.97,17-18
Intertops,2017-12-09,19.93,-58.01,84.09,46.02,17-18
Intertops,2017-12-10,31.23,90.91,-54.55,67.59,17-18
Intertops,2017-12-11,50.21,43.08,-102.27,-8.99,17-18
Intertops,2017-12-12,57.78,63.64,-127.27,-5.86,17-18
Intertops,2017-12-13,14.10,113.73,-81.82,46.02,17-18
Intertops,2017-12-14,-37.34,-29.55,-29.55,-96.43,17-18
Intertops,2017-12-15,-216.34,13.53,-84.09,-286.90,17-18
Intertops,2017-12-16,160.17,182.90,-6.82,336.26,17-18
Intertops,2017-12-17,20.43,43.18,43.18,106.80,17-18
Intertops,2017-12-18,15.65,36.37,36.36,88.38,17-18
Intertops,2017-12-19,-75.00,-75.00,-27.27,-177.27,17-18
Intertops,2017-12-20,-155.81,-60.28,34.09,-182.00,17-18
Intertops,2017-12-21,1.61,64.92,-77.27,-10.74,17-18
Intertops,2017-12-22,33.06,159.09,109.09,301.24,17-18
Intertops,2017-12-23,45.57,-86.36,-134.09,-174.89,17-18
Intertops,2017-12-25,25.12,19.27,18.18,62.56,17-18
Intertops,2017-12-26,-76.28,-8.01,-104.55,-188.83,17-18
Intertops,2017-12-27,-191.32,-106.82,84.09,-214.05,17-18
Intertops,2017-12-28,-62.50,-77.27,-29.55,-169.32,17-18
Intertops,2017-12-29,8.91,-34.09,-79.55,-104.73,17-18
Intertops,2017-12-30,-95.83,-32.80,-79.55,-208.18,17-18
Intertops,2017-12-31,-13.57,38.73,-9.09,16.07,17-18
Intertops,2018-01-01,37.92,43.18,43.18,124.28,17-18
Intertops,2018-01-02,25.48,20.45,-77.27,-31.34,17-18
Intertops,2018-01-03,-64.24,-84.09,-84.09,-232.42,17-18
Intertops,2018-01-04,-11.84,-50.00,-50.00,-111.84,17-18
Intertops,2018-01-05,-30.07,-12.35,36.36,-6.05,17-18
Intertops,2018-01-06,-108.77,-32.80,-29.55,-171.12,17-18
Intertops,2018-01-07,171.14,112.65,18.18,301.97,17-18
Intertops,2018-01-08,53.34,-7.80,-104.55,-59.01,17-18
Intertops,2018-01-09,-67.65,-5.53,43.18,-30.00,17-18
Intertops,2018-01-10,-173.46,60.17,11.36,-101.92,17-18
Intertops,2018-01-11,49.38,43.18,-52.27,40.28,17-18
Intertops,2018-01-12,78.26,109.09,13.64,200.99,17-18
Intertops,2018-01-13,32.50,40.91,-54.55,18.86,17-18
Intertops,2018-01-14,19.14,-52.27,-52.27,-85.40,17-18
Intertops,2018-01-15,26.31,60.17,11.36,97.85,17-18
Intertops,2018-01-16,5.51,90.91,-4.55,91.87,17-18
Intertops,2018-01-17,-108.44,-104.55,36.36,-176.62,17-18
Intertops,2018-01-18,21.69,43.18,43.18,108.05,17-18
Intertops,2018-01-19,89.66,64.72,63.64,218.01,17-18
Intertops,2018-01-20,-125.53,-81.82,13.64,-193.71,17-18
Intertops,2018-01-21,242.50,90.91,-4.55,328.87,17-18
Intertops,2018-01-22,-35.13,15.91,13.64,-5.58,17-18
Intertops,2018-01-23,0.80,65.91,18.18,84.89,17-18
Intertops,2018-01-24,16.36,12.65,61.36,90.38,17-18
Intertops,2018-01-25,-37.97,-52.27,-52.27,-142.51,17-18
Intertops,2018-01-26,25.70,-12.35,88.64,101.98,17-18
Intertops,2018-01-27,30.53,65.91,-31.82,64.62,17-18
Intertops,2018-01-28,-17.26,-79.55,15.91,-80.89,17-18
Intertops,2018-01-29,-105.77,-102.27,-54.55,-262.59,17-18
Intertops,2018-01-30,-103.66,-33.01,61.36,-75.30,17-18
Intertops,2018-01-31,5.61,-56.72,-56.82,-107.93,17-18
Intertops,2018-02-01,36.02,65.91,-77.27,24.66,17-18
Intertops,2018-02-02,82.35,61.36,13.64,157.35,17-18
Intertops,2018-02-03,39.11,-81.82,61.36,18.65,17-18
Intertops,2018-02-04,32.95,89.72,-6.82,115.85,17-18
Intertops,2018-02-05,40.44,-127.27,63.64,-23.20,17-18
Intertops,2018-02-06,-10.79,84.39,86.36,159.96,17-18
Intertops,2018-02-07,7.12,65.91,-29.55,43.48,17-18
Intertops,2018-02-08,2.18,-55.53,-6.82,-60.17,17-18
Intertops,2018-02-09,13.45,14.72,-128.46,-100.30,17-18
Intertops,2018-02-10,-35.06,-80.53,-31.82,-147.41,17-18
Intertops,2018-02-11,32.22,86.36,-104.55,14.04,17-18
Intertops,2018-02-12,42.43,-6.82,88.64,124.25,17-18
Intertops,2018-02-13,49.38,40.02,-54.55,34.85,17-18
Intertops,2018-02-14,83.24,-12.55,-13.64,57.06,17-18
Intertops,2018-02-15,35.88,46.54,-50.00,32.42,17-18
Intertops,2018-02-22,-24.75,90.80,-55.53,10.52,17-18
Intertops,2018-02-23,96.42,-35.28,15.91,77.04,17-18
Intertops,2018-02-24,31.67,-56.82,-56.82,-81.97,17-18
Intertops,2018-02-25,61.49,-29.55,-27.27,4.67,17-18
Intertops,2018-02-26,61.08,-11.36,-104.55,-54.83,17-18
Intertops,2018-02-27,62.69,-6.82,-100.00,-44.13,17-18
Intertops,2018-02-28,28.77,-34.09,109.09,103.77,17-18
Intertops,2018-03-01,-30.00,-4.55,-4.55,-39.09,17-18
Intertops,2018-03-02,123.45,-11.36,-11.36,100.72,17-18
Intertops,2018-03-03,-4.01,17.20,-31.82,-18.63,17-18
Intertops,2018-03-04,-71.72,63.64,-31.82,-39.90,17-18
Intertops,2018-03-05,-37.64,-79.55,15.91,-101.28,17-18
Intertops,2018-03-06,58.04,-6.82,38.64,89.86,17-18
Intertops,2018-03-07,67.46,63.64,-31.82,99.28,17-18
Intertops,2018-03-08,-67.69,-76.19,-29.55,-173.43,17-18
Intertops,2018-03-09,-160.35,-154.55,36.36,-278.54,17-18
Intertops,2018-03-10,-0.80,18.18,18.18,35.56,17-18
Intertops,2018-03-11,15.40,-31.82,-81.82,-98.24,17-18
Intertops,2018-03-12,21.69,-52.27,-4.55,-35.12,17-18
Intertops,2018-03-13,-47.56,-36.27,-84.09,-167.92,17-18
Intertops,2018-03-14,-27.41,45.35,-4.55,13.40,17-18
Intertops,2018-03-15,-6.17,12.65,-34.09,-27.61,17-18
Intertops,2018-03-16,-55.69,-54.55,-54.55,-164.78,17-18
Intertops,2018-03-17,-11.98,10.47,-36.36,-37.87,17-18
Intertops,2018-03-18,-26.19,-5.53,-100.00,-131.72,17-18
Intertops,2018-03-19,-19.59,-103.46,-9.09,-132.14,17-18
Intertops,2018-03-20,164.82,64.92,-79.55,150.19,17-18
Intertops,2018-03-21,22.97,-8.01,-54.55,-39.58,17-18
Intertops,2018-03-22,14.97,-6.82,-54.55,-46.39,17-18
Intertops,2018-03-23,-8.82,38.64,131.82,161.64,17-18
Intertops,2018-03-24,-41.93,-6.82,40.91,-7.84,17-18
Intertops,2018-03-25,-37.99,-35.08,109.09,36.03,17-18
Intertops,2018-03-26,-97.22,16.21,-77.27,-158.29,17-18
Intertops,2018-03-27,7.80,-11.06,38.64,35.37,17-18
Intertops,2018-03-28,153.27,-54.55,86.36,185.09,17-18
Intertops,2018-03-29,-66.75,-29.55,18.18,-78.12,17-18
Intertops,2018-03-30,-43.17,-34.09,61.36,-15.90,17-18
Intertops,2018-03-31,9.57,-29.55,-29.55,-49.53,17-18
Intertops,2018-04-01,-166.41,-132.81,152.27,-146.95,17-18
Intertops,2018-04-03,15.60,152.37,104.55,272.52,17-18
Intertops,2018-04-04,108.56,-56.52,-6.82,45.23,17-18
Intertops,2018-04-05,-48.51,41.99,-6.82,-13.34,17-18
Intertops,2018-04-06,58.32,-9.09,36.36,85.60,17-18
Intertops,2018-04-07,-42.18,-102.27,-4.55,-149.00,17-18
Intertops,2018-04-08,-92.10,-29.55,63.64,-58.01,17-18
Intertops,2018-04-09,56.71,-82.81,13.64,-12.45,17-18
Intertops,2018-04-10,48.50,39.92,-6.82,81.60,17-18
Intertops,2018-04-11,-117.71,-12.55,-13.64,-143.90,17-18
Intertops,2018-04-14,72.88,93.18,-4.55,161.52,17-18
Intertops,2018-04-15,-35.42,-4.55,-4.55,-44.51,17-18
Intertops,2018-04-16,-20.83,45.45,45.45,70.08,17-18
Intertops,2018-04-17,43.33,-27.27,68.18,84.24,17-18
Intertops,2018-04-18,-16.19,-27.27,-75.00,-118.47,17-18
Intertops,2018-04-19,47.10,68.18,68.18,183.46,17-18
Intertops,2018-04-20,-38.64,-75.00,20.45,-93.18,17-18
Intertops,2018-04-21,-26.04,-2.27,-4.55,-32.85,17-18
Intertops,2018-04-22,-19.13,-4.55,-52.27,-75.95,17-18
Intertops,2018-04-23,-15.00,-50.00,45.45,-19.55,17-18
Intertops,2018-04-24,-18.03,-27.27,-27.27,-72.57,17-18
Intertops,2018-04-25,35.15,-4.45,-52.27,-21.57,17-18
Intertops,2018-04-26,12.50,-25.00,-25.00,-37.50,17-18
Intertops,2018-04-27,-30.77,21.54,-27.27,-36.51,17-18
Intertops,2018-04-28,-17.65,-50.00,45.45,-22.19,17-18
Intertops,2018-04-29,12.98,-3.26,-2.27,7.45,17-18
Intertops,2018-04-30,-25.00,-25.00,22.73,-27.27,17-18
Intertops,2018-05-01,-21.67,45.45,-2.27,21.51,17-18
Intertops,2018-05-02,-25.00,22.73,22.73,20.45,17-18
Intertops,2018-05-03,-50.00,-2.27,45.45,-6.82,17-18
Intertops,2018-05-04,-12.80,44.47,-2.27,29.39,17-18
Intertops,2018-05-05,-50.00,45.45,-50.00,-54.55,17-18
Intertops,2018-05-06,19.61,-3.26,-2.27,14.08,17-18
Intertops,2018-05-07,-17.43,-50.00,-2.27,-69.70,17-18
Intertops,2018-05-08,5.41,43.48,45.45,94.34,17-18
Intertops,2018-05-09,-25.00,-25.00,22.73,-27.27,17-18
Intertops,2018-05-13,-25.00,-25.00,-25.00,-75.00,17-18
Intertops,2018-05-14,26.25,22.73,22.73,71.70,17-18
Intertops,2018-05-15,-25.00,-25.00,-25.00,-75.00,17-18
Intertops,2018-05-16,-25.00,-25.00,-25.00,-75.00,17-18
Intertops,2018-05-19,8.33,-25.00,-25.00,-41.67,17-18
Intertops,2018-05-20,6.58,-25.00,22.73,4.31,17-18
Intertops,2018-05-21,7.58,-25.00,22.73,5.30,17-18
Intertops,2018-05-22,-25.00,22.73,22.73,20.45,17-18
Intertops,2018-05-23,-25.00,-25.00,-25.00,-75.00,17-18
Intertops,2018-05-24,-25.00,22.73,-25.00,-27.27,17-18
Intertops,2018-05-25,7.58,-25.00,22.73,5.30,17-18
Intertops,2018-05-26,2.50,-25.00,-25.00,-47.50,17-18
Intertops,2018-05-27,32.50,23.81,-25.00,31.31,17-18
Intertops,2018-05-28,9.09,-25.00,-25.00,-40.91,17-18
Intertops,2018-05-31,3.33,22.73,22.73,48.79,17-18
Intertops,2018-06-03,4.31,-25.00,21.74,1.05,17-18
Intertops,2018-06-06,16.67,22.73,-25.00,14.39,17-18
Intertops,2018-06-08,15.62,-25.00,-25.00,-34.38,17-18
Intertops,2018-10-16,-22.92,-1.19,-50.00,-74.11,18-19
Intertops,2018-10-17,49.33,60.27,-36.36,73.23,18-19
Intertops,2018-10-18,-47.73,-26.19,-75.00,-148.92,18-19
Intertops,2018-10-19,46.86,14.72,-81.82,-20.24,18-19
Intertops,2018-10-20,67.41,-11.36,-154.55,-98.49,18-19
Intertops,2018-10-21,-100.00,43.18,-4.55,-61.36,18-19
Intertops,2018-10-22,117.02,13.64,13.64,144.29,18-19
Intertops,2018-10-23,-11.19,-27.27,20.45,-18.01,18-19
Intertops,2018-10-24,-18.92,10.38,59.09,50.55,18-19
Intertops,2018-10-25,-10.56,43.18,43.18,75.80,18-19
Intertops,2018-10-26,-59.01,-31.82,-31.82,-122.64,18-19
Intertops,2018-10-27,-127.53,-129.55,109.09,-147.99,18-19
Intertops,2018-10-28,34.07,-4.55,-100.00,-70.48,18-19
Intertops,2018-10-29,39.49,-35.08,-34.09,-29.68,18-19
Intertops,2018-10-30,-21.96,-8.01,-56.82,-86.78,18-19
Intertops,2018-10-31,70.73,19.26,-31.82,58.18,18-19
Intertops,2018-11-01,-34.67,-103.26,-102.27,-240.20,18-19
Intertops,2018-11-02,29.43,86.46,-8.01,107.88,18-19
Intertops,2018-11-03,38.45,16.99,63.64,119.08,18-19
Intertops,2018-11-04,-45.84,-31.72,111.36,33.80,18-19
Intertops,2018-11-05,44.66,111.26,13.64,169.55,18-19
Intertops,2018-11-06,-28.36,43.18,90.91,105.73,18-19
Intertops,2018-11-07,52.93,-9.09,36.36,80.20,18-19
Intertops,2018-11-08,0.00,43.28,-52.27,-9.00,18-19
Intertops,2018-11-09,-48.42,-30.73,15.91,-63.24,18-19
Intertops,2018-11-10,-61.71,36.36,-11.36,-36.71,18-19
Intertops,2018-11-11,40.06,88.64,40.91,169.61,18-19
Intertops,2018-11-12,199.40,-33.01,-34.09,132.30,18-19
Intertops,2018-11-13,-47.14,69.27,-27.27,-5.15,18-19
Intertops,2018-11-14,-145.48,-83.01,154.55,-73.94,18-19
Intertops,2018-11-15,-13.46,-75.00,-27.27,-115.73,18-19
Intertops,2018-11-16,-103.17,-56.82,-9.09,-169.08,18-19
Intertops,2018-11-17,23.47,84.09,-106.82,0.75,18-19
Intertops,2018-11-18,-30.36,-77.27,-77.27,-184.90,18-19
Intertops,2018-11-19,-4.36,61.36,-129.55,-72.54,18-19
Intertops,2018-11-20,21.95,-4.55,-100.00,-82.59,18-19
Intertops,2018-11-21,243.56,59.09,-38.64,264.02,18-19
Intertops,2018-11-23,-122.21,31.92,175.00,84.71,18-19
Intertops,2018-11-24,-25.84,13.94,-31.82,-43.72,18-19
Intertops,2018-11-25,60.79,38.64,-104.55,-5.12,18-19
Intertops,2018-11-26,-26.68,-30.73,15.91,-41.51,18-19
